Borough,School_Name,Phase,Type_Group,Capacity,Pupils,FSM_Percent,Gender,Religious_Character
Barnet,Sacred Heart Roman Catholic Primary School,Primary,Local authority maintained schools,420,403,14.4,Mixed,Roman Catholic
Barnet,Blessed Dominic Catholic Primary School,Primary,Local authority maintained schools,472,448,18.5,Mixed,Roman Catholic
Barnet,Rosh Pinah Primary School,Primary,Local authority maintained schools,480,393,1.0,Mixed,Jewish
Barnet,Menorah Primary School for Girls,Primary,Local authority maintained schools,200,214,2.3,Girls,Jewish
Barnet,The Annunciation RC Junior School,Primary,Local authority maintained schools,240,176,25.6,Mixed,Roman Catholic
Barnet,Friern Barnet School,Secondary,Local authority maintained schools,810,641,37.4,Mixed,Does not apply
Barnet,St Michael's Catholic Grammar School,Secondary,Local authority maintained schools,940,891,10.5,Girls,Roman Catholic
Barnet,Finchley Catholic High School,Secondary,Local authority maintained schools,1200,1192,13.7,Boys,Roman Catholic
Barnet,St James' Catholic High School,Secondary,Local authority maintained schools,1400,1254,30.0,Mixed,Roman Catholic
Barnet,Mill Hill School Foundation,Not applicable,Independent schools,1855,1767,0,Mixed,None
Barnet,Hendon Preparatory School,Not applicable,Independent schools,200,133,0,Mixed,None
Barnet,The King Alfred School,Not applicable,Independent schools,800,705,0,Mixed,None
Barnet,Lyonsdown School,Not applicable,Independent schools,248,154,0,Girls,None
Barnet,Mount House School,Not applicable,Independent schools,350,244,0,Mixed,None
Barnet,Annemount School,Not applicable,Independent schools,130,76,0,Mixed,None
Barnet,Mathilda Marks-Kennedy Jewish Primary School,Primary,Local authority maintained schools,230,218,1.8,Mixed,Jewish
Barnet,Goodwyn School,Not applicable,Independent schools,223,172,0,Mixed,None
Barnet,Holland House School,Not applicable,Independent schools,148,141,0,Mixed,None
Barnet,Kerem School,Not applicable,Independent schools,296,143,0,Mixed,Orthodox Jewish
Barnet,St Martin's School,Not applicable,Independent schools,120,95,0,Mixed,None
Barnet,Pardes House Grammar School,Not applicable,Independent schools,300,285,0,Boys,None
Barnet,Menorah Grammar School,Not applicable,Independent schools,290,232,0,Boys,Jewish
Barnet,Beth Jacob Grammar School for Girls,Not applicable,Independent schools,345,337,0,Girls,None
Barnet,Dwight School London,Not applicable,Independent schools,420,283,0,Mixed,None
Barnet,Brampton College,Not applicable,Independent schools,263,210,0,Mixed,None
Barnet,Northway School,Not applicable,Special schools,184,163,42.9,Mixed,Does not apply
Barnet,Oakleigh School & Acorn Assessment Centre,Not applicable,Special schools,0,178,33.1,Mixed,Does not apply
Barnet,Mapledown School,Not applicable,Special schools,90,114,43.8,Mixed,Does not apply
Bexley,Crook Log Primary School,Primary,Local authority maintained schools,436,440,6.3,Mixed,Does not apply
Bexley,Danson Primary School,Primary,Local authority maintained schools,630,604,9.1,Mixed,Does not apply
Bexley,Upton Primary School,Primary,Local authority maintained schools,455,452,5.2,Mixed,Does not apply
Bexley,Birkbeck Primary School,Primary,Local authority maintained schools,682,625,9.3,Mixed,Does not apply
Bexley,Longlands Primary School,Primary,Local authority maintained schools,315,303,13.2,Mixed,Does not apply
Bexley,Dulverton Primary School,Primary,Local authority maintained schools,446,442,4.3,Mixed,Does not apply
Bexley,Parkway Primary School,Primary,Local authority maintained schools,306,245,32.2,Mixed,Does not apply
Bexley,Foster's Primary School,Primary,Local authority maintained schools,454,450,10.3,Mixed,None
Bexley,St Stephen's Catholic Primary School,Primary,Local authority maintained schools,420,418,4.8,Mixed,Roman Catholic
Bexley,Our Lady of the Rosary Catholic Primary School,Primary,Local authority maintained schools,420,416,7.7,Mixed,Roman Catholic
Bexley,St Joseph's Catholic Primary School,Primary,Local authority maintained schools,218,212,6.6,Mixed,Roman Catholic
Bexley,St Fidelis Catholic Primary School,Primary,Local authority maintained schools,428,457,24.7,Mixed,Roman Catholic
Bexley,St John Fisher Catholic Primary School,Primary,Local authority maintained schools,210,198,21.7,Mixed,Roman Catholic
Bexley,West Lodge School,Not applicable,Independent schools,176,168,0,Mixed,None
Bexley,Merton Court School,Not applicable,Independent schools,328,310,0,Mixed,Church of England
Bexley,Benedict House Preparatory School,Not applicable,Independent schools,450,213,0,Mixed,None
Bexley,Marlborough School,Not applicable,Special schools,85,88,31.9,Mixed,Does not apply
Brent,Curzon Nursery School & Family Wellbeing Centre,Nursery,Local authority maintained schools,0,89,0.0,Mixed,Does not apply
Brent,Fawood Nursery School & Family Wellbeing Centre,Nursery,Local authority maintained schools,0,73,0.0,Mixed,Does not apply
Brent,College Green School and Services,Nursery,Local authority maintained schools,0,94,0.0,Mixed,Does not apply
Brent,Granville Plus Nursery School,Nursery,Local authority maintained schools,0,53,22.2,Mixed,Does not apply
Brent,Anson Primary School,Primary,Local authority maintained schools,422,398,31.3,Mixed,Does not apply
Brent,Brentfield Primary School,Primary,Local authority maintained schools,630,433,41.0,Mixed,Does not apply
Brent,Carlton Vale Infant School,Primary,Local authority maintained schools,230,60,36.7,Mixed,Does not apply
Brent,Harlesden Primary School,Primary,Local authority maintained schools,420,297,48.8,Mixed,Does not apply
Brent,Mount Stewart Junior School,Primary,Local authority maintained schools,360,358,9.8,Mixed,Does not apply
Brent,Mount Stewart Infant School,Primary,Local authority maintained schools,313,301,7.0,Mixed,Does not apply
Brent,Uxendon Manor Primary School,Primary,Local authority maintained schools,750,674,10.6,Mixed,Does not apply
Brent,Kingsbury Green Primary School,Primary,Local authority maintained schools,626,573,23.2,Mixed,Does not apply
Brent,Leopold Primary School,Primary,Local authority maintained schools,630,543,39.8,Mixed,Does not apply
Brent,Lyon Park Primary School,Primary,Local authority maintained schools,920,901,11.7,Mixed,Does not apply
Brent,Malorees Infant School,Primary,Local authority maintained schools,250,191,16.7,Mixed,Does not apply
Brent,Northview Junior and Infant School,Primary,Local authority maintained schools,225,218,44.1,Mixed,Does not apply
Brent,Park Lane Primary School,Primary,Local authority maintained schools,480,456,20.7,Mixed,Does not apply
Brent,Preston Park Primary School,Primary,Local authority maintained schools,796,608,18.4,Mixed,Does not apply
Brent,Roe Green Junior School,Primary,Local authority maintained schools,480,476,16.2,Mixed,Does not apply
Brent,Roe Green Infant School,Primary,Local authority maintained schools,480,437,8.3,Mixed,Does not apply
Brent,Barham Primary School,Primary,Local authority maintained schools,930,926,14.7,Mixed,Does not apply
Brent,Wykeham Primary School,Primary,Local authority maintained schools,449,451,28.2,Mixed,Does not apply
Brent,Elsley Primary School,Primary,Local authority maintained schools,840,808,20.1,Mixed,Does not apply
Brent,Donnington Primary School,Primary,Local authority maintained schools,210,224,39.5,Mixed,Does not apply
Brent,The Stonebridge School,Primary,Local authority maintained schools,660,352,51.3,Mixed,Does not apply
Brent,Newfield Primary School,Primary,Local authority maintained schools,460,246,51.3,Mixed,Does not apply
Brent,Mitchell Brook Primary School,Primary,Local authority maintained schools,690,638,39.4,Mixed,Does not apply
Brent,Chalkhill Primary School,Primary,Local authority maintained schools,472,447,31.7,Mixed,Does not apply
Brent,Salusbury Primary School,Primary,Local authority maintained schools,680,652,20.3,Mixed,Does not apply
Brent,Oliver Goldsmith Primary School,Primary,Local authority maintained schools,420,455,16.5,Mixed,Does not apply
Brent,Mora Primary School,Primary,Local authority maintained schools,420,430,31.2,Mixed,Does not apply
Brent,Fryent Primary School,Primary,Local authority maintained schools,840,689,20.9,Mixed,Does not apply
Brent,Christ Church CofE Primary School,Primary,Local authority maintained schools,236,163,28.8,Mixed,Church of England
Brent,John Keble CofE Primary School,Primary,Local authority maintained schools,450,402,30.6,Mixed,Church of England
Brent,Princess Frederica CofE Primary School,Primary,Local authority maintained schools,450,439,6.3,Mixed,Church of England
Brent,St Mary's CofE Primary School,Primary,Local authority maintained schools,355,187,48.9,Mixed,Church of England
Brent,St Joseph's Catholic Junior School,Primary,Local authority maintained schools,280,274,9.5,Mixed,Roman Catholic
Brent,St Mary Magdalen's Catholic Junior School,Primary,Local authority maintained schools,360,241,28.6,Mixed,Roman Catholic
Brent,St Robert Southwell Catholic Primary School,Primary,Local authority maintained schools,420,452,8.8,Mixed,Roman Catholic
Brent,Convent of Jesus and Mary RC Infant School,Primary,Local authority maintained schools,270,205,27.7,Mixed,Roman Catholic
Brent,Our Lady of Lourdes Catholic Primary School,Primary,Local authority maintained schools,240,227,33.6,Mixed,Roman Catholic
Brent,St Joseph's Catholic Infant School,Primary,Local authority maintained schools,270,254,6.3,Mixed,Roman Catholic
Brent,Sinai Jewish Primary School,Primary,Local authority maintained schools,690,645,3.6,Mixed,Jewish
Brent,Malorees Junior School,Primary,Local authority maintained schools,240,219,24.7,Mixed,None
Brent,St Joseph's Roman Catholic Primary School,Primary,Local authority maintained schools,510,485,23.5,Mixed,Roman Catholic
Brent,The Kilburn Park School Foundation,Primary,Local authority maintained schools,240,62,40.3,Mixed,None
Brent,Newman Catholic College,Secondary,Local authority maintained schools,1000,677,35.0,Boys,Roman Catholic
Harrow,Buckingham Preparatory School,Not applicable,Independent schools,140,107,0,Boys,None
Brent,Buxlow School,Not applicable,Independent schools,140,40,0,Mixed,None
Brent,St Christopher's Prep School,Not applicable,Independent schools,135,108,0,Mixed,None
Ealing,"Ysgol Gymraeg Llundain, London Welsh School",Not applicable,Independent schools,40,8,0,Mixed,None
Brent,Islamia Primary School,Primary,Local authority maintained schools,420,418,28.9,Mixed,Muslim
Brent,Islamia School for Girls',Not applicable,Independent schools,180,119,0,Girls,Islam
Brent,Al-Sadiq School,Not applicable,Independent schools,350,136,0,Mixed,None
Brent,Phoenix Arch School,Not applicable,Special schools,55,55,36.4,Mixed,Does not apply
Bromley,Edgebury Primary School,Primary,Local authority maintained schools,420,404,9.4,Mixed,Does not apply
Bromley,Poverest Primary School,Primary,Local authority maintained schools,440,435,23.0,Mixed,Does not apply
Bromley,St Olave's and St Saviour's Grammar School,Secondary,Local authority maintained schools,838,1085,4.5,Boys,Church of England
Bromley,Babington House School,Not applicable,Independent schools,534,488,0,Mixed,Christian
Bromley,Bickley Park School,Not applicable,Independent schools,425,304,0,Mixed,None
Bromley,Breaside Preparatory School,Not applicable,Independent schools,483,444,0,Mixed,None
Bromley,Farringtons School,Not applicable,Independent schools,732,660,0,Mixed,Methodist
Bromley,St Christophers The Hall School,Not applicable,Independent schools,312,220,0,Mixed,None
Bromley,St David's Prep,Not applicable,Independent schools,208,207,0,Mixed,None
Bromley,Bromley High School GDST,Not applicable,Independent schools,962,917,0,Girls,None
Bromley,Eltham College,Not applicable,Independent schools,1100,1075,0,Mixed,Free Church
Bromley,Darul Uloom London School,Not applicable,Independent schools,155,137,0,Boys,None
Croydon,Crosfield Nursery School,Nursery,Local authority maintained schools,0,74,0.0,Mixed,Does not apply
Croydon,Purley Nursery School,Nursery,Local authority maintained schools,0,85,0.0,Mixed,Does not apply
Croydon,Tunstall Nursery School,Nursery,Local authority maintained schools,0,80,0.0,Mixed,Does not apply
Croydon,Beulah Junior School,Primary,Local authority maintained schools,360,223,50.7,Mixed,Does not apply
Croydon,Elmwood Junior School,Primary,Local authority maintained schools,480,476,38.2,Mixed,Does not apply
Croydon,Elmwood Infant School,Primary,Local authority maintained schools,412,380,30.5,Mixed,Does not apply
Croydon,Howard Primary School,Primary,Local authority maintained schools,420,408,30.6,Mixed,Does not apply
Croydon,Purley Oaks Primary School,Primary,Local authority maintained schools,660,651,32.0,Mixed,Does not apply
Croydon,Winterbourne Junior Girls' School,Primary,Local authority maintained schools,328,255,39.6,Girls,Does not apply
Croydon,Winterbourne Nursery and Infants' School,Primary,Local authority maintained schools,450,415,31.7,Mixed,Does not apply
Croydon,Beaumont Primary School,Primary,Local authority maintained schools,222,212,13.7,Mixed,Does not apply
Croydon,Gresham Primary School,Primary,Local authority maintained schools,246,238,3.8,Mixed,Does not apply
